# SentiWords v1.1 (14/03/2018)
# Copyright 2018 Trento RISE and FBK
# All rights reserved.
#
# SentiWords is distributed under the Attribution-ShareAlike 3.0 Unported (CC BY-SA 3.0) license.
# http://creativecommons.org/licenses/by-sa/3.0/
#
# For any information about SentiWords:
# https://hlt.fbk.eu/technologies/sentiwords
#
# If you use SentiWords, please cite:
# Gatti L., Guerini M. & Turchi M. "SentiWords: Deriving a High Precision and High Coverage Lexicon for Sentiment Analysis". 
# IEEE Transactions on Affective Computing 7.4 (2016): 409-421.
#
# --------------------------------------------
#
# SentiWords is based on SentiWordNet version 3.0.
# SentiWordNet website: http://sentiwordnet.isti.cnr.it/
#
# Each lemma#PoS in this file is associated with the prior polarity value computed from the scores of 
# all the SentiWordNet senses for that lemma#PoS, following the methodology described in Guerini et al. (2015). 
# Prior Polarity values are between -1 (very negative) and +1 (very positive).
#
# --------------------------------------------
#
# lemma#PoS	prior_polarity_score
decipherable#a	0.21734
decipherably#r	0.15793
deciphered#a	0.12208
decipherer#n	0.17703
decipherment#n	0.12208
decision_maker#n	0
decision_making#n	0
decision_table#n	0
decision#n	0.15107
decisive_factor#n	0
decisive#a	0.47621
decisively#r	0
decisiveness#n	0.14961
decius#n	-0.28345
deck_chair#n	0
deck_of_cards#n	0
deck_out#v	0
deck_tennis#n	0
deck_up#v	0
deck-house#n	0
deck#n	0
deck#v	0.18825
decker#n	0.15754
deckhand#n	0
deckle_edge#n	0
deckle-edged#a	0
deckle#n	0
deckled#a	0
declaim#v	0.17964
declamation#n	-0.12940
declamatory#a	-0.19821
declarable#a	0.17826
declaration_of_estimated_tax#n	-0.28345
declaration_of_independence#n	0
declaration#n	0
declarative_mood#n	0
declarative_sentence#n	0
declarative#a	0.10670
declarative#n	0
declaratory_sentence#n	0
declaratory#a	0
declare_oneself#v	0
declare#v	0.07470
declared#a	0.23213
declarer#n	0.15754
declassification#n	0
declassified#a	0
declassify#v	0.12208
declaw#v	0
declension#n	0.01044
declination#n	-0.01524
decline_in_quality#n	-0.07997
decline#n	-0.45160
decline#v	-0.42349
declinometer#n	0
declivitous#a	0
declivity#n	0
declomycin#n	0.12208
declutch#v	0
deco#n	0.02363
decoagulant#n	0
decoct#v	-0.02536
decoction_mashing#n	0
decoction_process#n	0
decoction#n	0
decode#v	0
decoder#n	0
decoding#n	0.12208
decoke#v	0
decollate#v	0
decolletage#n	0
decollete#a	-0.19821
decolonisation#n	0
decolonise#v	0
decolonization#n	0
decolonize#v	0
decolor#v	0
decolorise#v	0
decolorize#v	0
decolour#v	0
decolourise#v	0
decolourize#v	0
decommission#v	0
decomposable#a	0.28394
decompose#v	0
decomposition_reaction#n	0
decomposition#n	-0.45562
decompositional#a	-0.19821
decompound_leaf#n	0.15793
decompound#a	0.12208
decompress#v	-0.18406
decompressing#n	0
decompression_sickness#n	0
decompression#n	0
deconcentrate#v	0
decongestant#n	0
deconsecrate#v	0
deconsecrated#a	0.12208
deconstruct#v	0
deconstruction#n	0
deconstructionism#n	0
deconstructionist#a	0
deconstructivism#n	0
decontaminate#v	0.12208
decontamination#n	-0.21617
decontrol#v	0
decor#n	0
decorate#v	0.30608
decorated#a	0.17826
decoration_day#n	0
decoration#n	0
decorative#a	0.66195
decoratively#r	0.21734
decorativeness#n	0
decorator#n	0
decorous#a	0.36102
decorously#r	0.15793
decorousness#n	0.28394
decorticate#v	0
decortication#n	0
decorum#n	0.09065
decoupage#n	0.10670
decouple#v	0.15586
decoy#n	-0.09368
decoy#v	-0.09471
decrease#n	0
decrease#v	0
decreased#a	-0.07997
decreasing_monotonic#a	0
decreasing#a	-0.08847
decree_nisi#n	0
decree#n	0
decree#v	0
decreed#a	0
decrement#n	0
decrepit#a	-0.45969
decrepitate#v	0
decrepitation#n	0
decrepitude#n	0.12208
decrescendo#a	0
decrescendo#n	0
decrescendo#v	-0.19821
decriminalisation#n	0
decriminalise#v	0
decriminalization#n	0
decriminalize#v	0
decry#v	-0.17327
decrypt#v	0
decryption#n	-0.07870
decubitus_ulcer#n	0
decubitus#n	0
decumaria_barbara#n	0
decumaria_barbata#n	0
decumaria#n	0
decumary#n	0
decumbent#a	-0.07997
decurved#a	-0.07997
decussate#a	0
decussate#v	0
decussation#n	0
ded#n	0.12208
dedicate#v	0.33993
dedicated_file_server#n	0
dedicated#a	0.12208
dedication#n	0.63425
dedifferentiate#v	0
dedifferentiated#a	0
dedifferentiation#n	0
deduce#v	0.10046
deducible#a	0.28394
deduct#v	0
deductible#a	0
deductible#n	0
deduction#n	0
deductive_reasoning#n	0
deductive#a	0
deed_of_conveyance#n	0
deed_of_trust#n	0
deed_over#v	0
deed_poll#n	0
deed#n	0
deedbox#n	0
deeds#n	0.17826
deem#v	-0.07417
deems_taylor#n	0.12208
deep_brown#n	0
deep_cervical_vein#n	0
deep_down#r	-0.01819
deep_fording#n	0
deep_freeze#n	0.12208
deep_freeze#v	0
deep_freezer#n	0
deep_in_thought#a	0.12208
deep_kiss#n	0
deep_middle_cerebral_vein#n	0
deep_pocket#n	0
deep_red#n	0
deep_south#n	0
deep_space#n	0
deep_supporting_fire#n	-0.38925
deep_temporal_vein#n	0
deep_water#n	-0.34088
deep-chested#a	0
deep-dish_pie#n	0
deep-dye#v	0.17826
deep-eyed#a	0.12208
deep-fat-fry#v	0.12208
deep-freeze#n	0
deep-fried#a	0
deep-fry#v	0
deep-laid#a	0
deep-lobed#a	0.12208
deep-mined#a	0
deep-pink#a	0
deep-rooted#a	0
deep-sea_diver#n	0
deep-sea#a	0
deep-seated#a	0
deep-set#a	0
deep-six#v	0
deep-water#a	0.12208
deep-yellow#a	0
deep#a	0.09546
deep#n	0
deep#r	0
deepen#v	-0.08304
deepening#a	-0.19821
deepening#n	0.12208
deepfreeze#n	0
deeply#r	0
deepness#n	-0.05611
deepwater_pipefish#n	0
deepwater_squirrelfish#n	0
deer_fern#n	0
deer_fly_fever#n	0.17826
deer_grass#n	0
deer_hunt#n	0
deer_hunter#n	0
deer_hunting#n	0
deer_mouse#n	0
deer_mushroom#n	0
deer_tick#n	0
deer_trail#n	0
deer's-ear#n	0
deer's-ears#n	0
deer#n	0
deerberry#n	0
deere#n	0
deerhound#n	0
deerskin#n	0
deerstalker#n	0
deerstalking#n	0
deface#v	-0.39584
defacement#n	0
defalcate#v	0
defalcation#n	-0.06819
defalcator#n	0
defamation#n	-0.47113
defamatory#a	-0.39584
defame#v	0.15199
defamer#n	0.21734
defang#v	0
defat#v	0
default_judgement#n	0
default_judgment#n	0
default_on#v	0
default_option#n	0
default#n	-0.20485
default#v	0
defaulter#n	0
defeasible#a	0.21734
defeat#n	-0.30594
defeat#v	0
defeated#a	-0.62985
defeated#n	0
defeatism#n	0.04030
defeatist#n	0
defecate#v	0
defecation_reflex#n	-0.06110
defecation#n	-0.07997
defecator#n	0
defect_of_speech#n	-0.28345
defect#n	-0.50457
defect#v	-0.54552
defection#n	0
defective_pleading#n	0
defective#a	-0.35579
defectively#r	0.12208
defectiveness#n	0.15793
defector#n	0
defeminise#v	0
defeminize#v	0
defence_force#n	0
defence_mechanism#n	0
defence_policy#n	0
defence_program#n	0
defence_reaction#n	0
defence_system#n	0
defence#n	-0.03680
defenceless#a	-0.18141
defenceless#r	0
defencelessly#r	0
defencelessness#n	0
defend#v	0.29201
defendable#a	0.28394
defendant#n	0
defender_of_the_faith#n	0.12208
defender#n	0
defending_team#n	0
defending#a	0
defenestrate#v	0
defenestration#n	0
defense_advanced_research_projects_agency#n	0
defense_attorney#n	0
defense_contractor#n	0
defense_department#n	0
defense_force#n	0
defense_information_systems_agency#n	0
defense_intelligence_agency#n	0
defense_laboratory#n	0
defense_lawyer#n	0
defense_lawyers#n	0
defense_logistics_agency#n	0
defense_mechanism#n	0
defense_policy#n	0
defense_program#n	0
defense_reaction#n	0
defense_reutilization_and_marketing_service#n	0
defense_secretary#n	0
defense_system#n	0
defense_team#n	0
defense_technical_information_center#n	0
defense#n	0.07454
defenseless#a	-0.58905
defenseless#r	0
defenselessly#r	0
defenselessness#n	0
defensibility#n	-0.35258
defensible#a	0.28394
defensive_attitude#n	0
defensive_measure#n	0
defensive_structure#n	0
defensive#a	0
defensive#n	0
defensively#r	0.12208
defensiveness#n	-0.38925
defer#v	-0.09780
deference#n	0.21139
deferent#a	0.25416
deferential#a	0.25416
deferentially#r	0.24983
deferment#n	0
deferral#n	0
deferred_payment#n	0
defervesce#v	0.12208
defervescence#n	-0.19821
defervescent#a	0
defiance#n	-0.21108
defiant#a	-0.24165
defiantly#r	0.12208
defibrillate#v	0
defibrillation#n	0
defibrillator#n	0
defibrinate#v	0
deficiency_disease#n	-0.17327
deficiency#n	-0.59110
deficient#a	-0.34245
deficit_spending#n	0
deficit#n	0
defilade#n	0
defile#n	0
defile#v	-0.02967
defiled#a	0.20073
defilement#n	0.12208
defiler#n	0
definable#a	0.21734
define#v	0.12763
defined#a	0.26630
defining#n	0
definite_article#n	0
definite_integral#n	0.12208
definite_quantity#n	0
definite#a	0.14024
definitely#r	0.15793
definiteness#n	0.21734
definition#n	0.16410
definitive_host#n	0
definitive#a	0.10139
deflagrate#v	0.05272
deflagration#n	0
deflate#v	0.04368
deflated#a	-0.06110
deflation#n	0
deflationary_spiral#n	0
deflationary#a	0.12208
deflator#n	0
deflect#v	0
deflection#n	-0.25244
deflective#a	0.12208
deflector#n	0
deflexion#n	0.00980
defloration#n	0.10554
deflower#v	0.04482
defoe#n	0
defog#v	0.21734
defoliant#n	0
defoliate#a	-0.28345
defoliate#v	0
defoliated#a	-0.28345
defoliation#n	-0.09134
defoliator#n	0
deforest#v	0
deforestation#n	0.10554
deform#v	-0.05242
deformation#n	-0.02967
deformational#a	0
deformed#a	-0.67072
deformity#n	-0.41495
defraud#v	-0.07997
defrauder#n	0
defray#v	0
defrayal#n	0
defrayment#n	0
defrock#v	0
defrost#v	0
defroster#n	0
deft#a	-0.13676
deftly#r	0.16966
deftness#n	0.21734
defunct#a	-0.30893
defunctness#n	-0.34088
defuse#v	0
defusing#n	0
defy#v	-0.08028
degage#a	0.22830
degas#n	0
degas#v	0
degauss#v	0
degaussing#n	0
degeneracy#n	0.34351
degenerate#a	-0.54921
degenerate#n	-0.57716
degenerate#v	-0.52210
degeneration#n	-0.36495
degenerative_arthritis#n	0
degenerative_disorder#n	0
degenerative_joint_disease#n	0
degenerative#a	-0.28345
deglaze#v	0
deglutition#n	0
deglycerolise#v	0
deglycerolize#v	0
degradation#n	-0.48552
degrade#v	-0.61127
degraded#a	-0.22138
degrader#n	0
degrading#a	-0.31226
degrease#v	0
degree_celsius#n	0
degree_centigrade#n	0
degree_day#n	0
degree_fahrenheit#n	0
degree_of_a_polynomial#n	0
degree_of_a_term#n	0
degree_of_freedom#n	0
degree_program#n	0
degree#n	0.10136
degressive_tax#n	0
degressive#a	0
degust#v	0.15199
degustation#n	-0.07997
dehisce#v	0
dehiscence#n	0
dehiscent#a	0
dehong_dai#n	0
dehorn#v	0
dehumanisation#n	0
dehumanise#v	0.05433
dehumanised#a	-0.01819
dehumanization#n	0
dehumanize#v	0.05433
dehumanized#a	-0.01819
dehumidify#v	0
dehydrate#v	0
dehydrated_food#n	0
dehydrated_foods#n	0
dehydrated#a	-0.02960
dehydration#n	-0.42950
dehydrogenate#v	0
dehydroretinol#n	0
deice#v	0
deicer#n	0
deictic_word#n	0
deictic#a	0
deictic#n	0
deific#a	0.28394
deification#n	0.18448
deify#v	0.10670
deign#v	0.21734
deimos#n	0
deinocheirus#n	0
deinonychus#n	0
deionize#v	0
deipnosophist#n	0
deism#n	0
deist#a	0
deist#n	0
deistic#a	0
deity#n	0
deixis#n	0
deja_vu#n	0
deject#v	-0.07997
dejected#a	-0.38925
dejectedly#r	0.15793
dejectedness#n	-0.33433
dejection#n	-0.08847
dejeuner#n	0
dekagram#n	0
dekaliter#n	0
dekalitre#n	0
dekameter#n	0
dekametre#n	0
dekker#n	0
dekko#n	0
del_rio#n	0
delacroix#n	0
delairea_odorata#n	0
delairea#n	0
delavirdine#n	0
delaware_bay#n	0
delaware_memorial_bridge#n	0
delaware_river#n	0
delaware#n	0
delawarean#n	0
delawarian#n	0
delay_line#n	0
delay#n	0
delay#v	-0.38825
delayed_action#n	0
delayed_allergy#n	0.12208
delayed#a	-0.50924
delayer#n	0
delbruck#n	0
delectability#n	-0.08901
delectable#a	0.38286
delectation#n	-0.08584
delegacy#n	0
delegate#n	0
delegate#v	0
delegating#n	0
delegation#n	0
delete#v	-0.25485
deleterious#a	-0.19821
deletion#n	0
delf#n	0
delft#n	0
delhi_boil#n	-0.34088
delhi#n	0
deli#n	0
deliberate_defence#n	0
deliberate_defense#n	0
deliberate#a	0.00164
deliberate#v	0
deliberately#r	0.17826
deliberateness#n	-0.16702
deliberation#n	0.04238
deliberative_assembly#n	0
deliberative#a	0.08478
delibes#n	0
delible#a	0.28394
delicacy#n	0.47532
delicate#a	0.32932
delicately#r	0.17826
delicatessen_food#n	0
delicatessen#n	0
delichon_urbica#n	0
delichon#n	0
delicious#a	0.60129
delicious#n	0
deliciously#r	0.10554
deliciousness#n	-0.08901
delight#n	0.85881
delight#v	0.75797
delighted#a	0.68343
delightedly#r	0
delightful#a	0.54311
delightfully#r	0.17826
delilah#n	0.15520
delimit#v	0.17487
delimitate#v	0.17537
delimitation#n	0
delimited#a	0.12208
delineate#a	0.21734
delineate#v	0.15546
delineated#a	0.21734
delineation#n	0
delineative#a	0.21734
delinquency#n	-0.59228
delinquent#a	-0.43130
delinquent#n	0
deliquesce#v	0
deliquescent#a	0
deliquium#n	-0.42036
delirious#a	-0.17972
deliriously#r	0.08885
delirium_tremens#n	-0.34088
delirium#n	-0.40154
delist#v	0
delius#n	0
deliver_the_goods#v	0.12208
deliver#v	0.30758
deliverable#a	0.36466
deliverable#n	0
deliverance#n	0.19512
deliverer#n	-0.00299
delivery_boy#n	0
delivery_truck#n	0
delivery_van#n	0
delivery#n	0.22941
deliveryman#n	0
dell#n	0
delmonico_steak#n	0
delocalize#v	0
delonix_regia#n	0
delonix#n	0
delorme#n	0
delouse#v	0.36466
delphi#n	0
delphian#a	0
delphic_oracle#n	0
delphic#a	0
delphinapterus_leucas#n	0
delphinapterus#n	0
delphinidae#n	0
delphinium_ajacis#n	0
delphinium#n	0
delphinus_delphis#n	0
delphinus#n	-0.02298
delta_hepatitis#n	-0.28345
delta_iron#n	0
delta_ray#n	0
delta_rhythm#n	0
delta_wave#n	0
delta_wing#n	-0.19821
delta#n	0
deltasone#n	0
deltoid_eminence#n	0
deltoid_leaf#n	0
deltoid_muscle#n	0
deltoid_tuberosity#n	0
deltoid#a	0.15793
deltoid#n	0
delude#v	-0.31336
deluge#n	-0.27505
deluge#v	-0.23484
delusion#n	-0.42926
delusional_disorder#n	-0.19821
delusional#a	0
delusions_of_grandeur#n	0.17826
delusions_of_persecution#n	-0.38925
delusive#a	-0.38925
delusively#r	0.12208
delusory#a	-0.38925
deluxe#a	0.47794
delve#v	0
demagnetisation#n	0
demagnetise#v	0
demagnetization#n	0
demagnetize#v	0
demagog#n	0.12208
demagogic#a	0
demagogical#a	0
demagogue#n	0.12208
demagoguery#n	0.15199
demagogy#n	0.15199
demand_deposit#n	0
demand_feeding#n	0
demand_for_explanation#n	0
demand_for_identification#n	0
demand_loan#n	0
demand_note#n	0
demand-pull_inflation#n	0
demand#n	-0.24678
demand#v	-0.24681
demander#n	0
demanding#a	-0.28345
demandingly#r	0.15793
demantoid#n	0
demarcate#v	0
demarcation_line#n	0
demarcation#n	0
demarche#n	0
demasculinise#v	0
demasculinize#v	0
dematerialise#v	-0.19821
dematerialize#v	-0.19821
dematiaceae#n	0
demavend#n	0
demean#v	-0.19821
demeaning#a	-0.58459
demeaningly#r	0.12208
demeanor#n	0
demeanour#n	0
demeclocycline_hydrochloride#n	0.12208
demented#a	-0.42251
dementedly#r	0.06700
dementedness#n	-0.28345
dementia_praecox#n	0.08478
dementia#n	-0.56504
demerara_rum#n	0
demerara_sugar#n	0
demerara#n	0
demerit#n	-0.22584
demerol#n	-0.06110
demesne#n	0.10670
demeter#n	0
demetrius_i#n	0
demetrius_poliorcetes#n	0
demetrius#n	0
demi-glaze#n	0
demiglace#n	0
demigod#n	0
demijohn#n	0
demilitarise#v	-0.04832
demilitarize#v	-0.04832
demilitarized_zone#n	0
demille#n	0
demimondaine#n	0
demimonde#n	-0.38925
demineralisation#n	-0.08847
demineralise#v	0
demineralization#n	-0.08847
demineralize#v	0
demise#n	-0.47455
demise#v	-0.50444
demisemiquaver#n	0
demist#v	0.21734
demister#n	0
demitasse#n	-0.08847
demiurge#n	0
demo#n	0.12651
demo#v	0
demob#v	0
demobilisation#n	0
demobilise#v	0
demobilization#n	0
demobilize#v	0
democracy#n	0
democrat#n	0
democratic_and_popular_republic_of_algeria#n	0
democratic_front_for_the_liberation_of_palestine#n	0
democratic_party#n	0.12208
democratic_people's_republic_of_korea#n	0
democratic_republic_of_sao_tome_and_principe#n	0
democratic_republic_of_the_congo#n	0
democratic_socialist_republic_of_sri_lanka#n	0
democratic-republican_party#n	0
democratic#a	0.12629
democratically#r	0
democratisation#n	0
democratise#v	0
democratization#n	0
democratize#v	0
democritus#n	0
demode#a	0
demodulate#v	0
demodulation#n	0
demodulator#n	0
demogorgon#n	0
demographer#n	0
demographic#a	0
demographic#n	-0.17157
demographist#n	0
demography#n	0
demoiselle#n	0
demolish#v	-0.61062
demolished#a	-0.07997
demolishing#n	0.17826
demolition#n	0
demon-ridden#a	0.04030
demon#n	-0.52660
demonetisation#n	-0.34088
demonetise#v	0
demonetization#n	-0.34088
demonetize#v	0
demoniac#a	-0.17327
demoniac#n	-0.07997
demoniacal#a	-0.17327
demoniacally#r	-0.06936
demonic#a	-0.48590
demonisation#n	-0.38925
demonise#v	0
demonism#n	0
demonization#n	-0.38925
demonize#v	0
demonolatry#n	0
demonstrability#n	0.17826
demonstrable#a	0.31129
demonstrably#r	0.17826
demonstrate#v	0.09096
demonstrated#a	0.12208
demonstration#n	0.11744
demonstrative_of#a	0.17826
demonstrative_pronoun#n	0
demonstrative#a	0.23061
demonstrative#n	0
demonstratively#r	0.12208
demonstrativeness#n	-0.08901
demonstrator#n	0.12545
demoralisation#n	-0.12218
demoralise#v	-0.42239
demoralised#a	0.06700
demoralising#a	-0.38925
demoralization#n	0.03393
demoralize#v	-0.39918
demoralized#a	0.06700
demoralizing#a	-0.38925
demosthenes#n	0
demosthenic#a	0
demote#v	-0.28345
demotic_script#n	0
demotic#a	0
demotic#n	0
demotion#n	0
dempsey#n	0
demulcent#a	0
demulcent#n	-0.07997
demulen#n	0
demulsify#v	0
demur#n	0
demur#v	0
demure#a	-0.16910
demurely#r	0.15793
demureness#n	0.22457
demurrage#n	0
demurral#n	0
demurrer#n	0.00519
demyelinate#v	0
demyelination#n	0
demystify#v	0.12208
demythologisation#n	0
demythologise#v	0
demythologised#a	0
demythologization#n	0
demythologize#v	0
demythologized#a	0
den_haag#n	0
den_mother#n	0
den#n	-0.00347
denali_fault#n	0.12208
denali_national_park#n	0
denali#n	0
denary#a	0
denationalisation#n	0
denationalise#v	0
denationalization#n	0
denationalize#v	0
denaturalise#v	-0.02960
denaturalize#v	-0.02960
denaturant#n	0
denature#v	0
denatured_alcohol#n	0
denatured#a	-0.13964
denaturised#a	-0.13964
denaturized#a	-0.13964
denazification#n	0
denazify#v	0.21734
dendranthema_grandifloruom#n	0
dendranthema#n	0
dendraspis#n	0
dendriform#a	0
dendrite#n	0
dendritic#a	0
dendroaspis_augusticeps#n	0
dendroaspis#n	0
dendrobium#n	0
dendrocalamus_giganteus#n	0
dendrocalamus#n	0
dendrocolaptes#n	0
dendrocolaptidae#n	0
dendroctonus_rufipennis#n	0
dendroctonus#n	0
dendroica_auduboni#n	0
dendroica_coronata#n	0
dendroica_fusca#n	0
dendroica_petechia#n	0
dendroica_striate#n	0
dendroica_tigrina#n	0
dendroica#n	0
dendroid#a	0
dendroidal#a	0
dendrolagus#n	0
dendromecon#n	0
deneb#n	0
denebola#n	0
deng_xiaoping#n	0
dengue_fever#n	-0.19821
dengue#n	-0.19821
deniable#a	0.20073
denial#n	-0.30274
denier#n	-0.01416
denigrate#v	0.01994
denigrating#a	-0.39584
denigration#n	0.11611
denigrative#a	-0.39584
denigratory#a	-0.39584
denim#n	0
denis_diderot#n	0
denisonia_superba#n	-0.07997
denisonia#n	0
denitrify#v	0
denizen#n	0
denmark_vesey#n	0
denmark#n	0
dennis_gabor#n	0
dennstaedtia_punctilobula#n	0
dennstaedtia#n	0
dennstaedtiaceae#n	0
denominate#v	0
denomination#n	0
denominational#a	0
denominationalism#n	0
denominationally#r	0.17826
denominator#n	-0.05798
denotation#n	0
denotative#a	0.15754
denotatum#n	0
denote#v	0.08411
denotive#a	0
denouement#n	0
denounce#v	-0.22297
denouncement#n	0
dense_blazing_star#n	0
dense-leaved_elodea#n	0
dense#a	-0.13256
densely#r	0.15956
denseness#n	0.09486
densification#n	0
densimeter#n	0
densitometer#n	0
densitometry#n	0
density#n	0
dent_corn#n	0
dent#n	0
dent#v	-0.42466
dental_amalgam#n	0
dental_anatomy#n	0
dental_appliance#n	0
dental_assistant#n	0
dental_care#n	0
dental_caries#n	0
dental_consonant#n	0
dental_floss#n	0
dental_gold#n	0
dental_hygienist#n	0
dental_implant#n	0
dental_medicine#n	0
dental_orthopaedics#n	-0.07997
dental_orthopedics#n	-0.07997
dental_plaque#n	0
dental_plate#n	-0.07997
dental_practice#n	0
dental_practitioner#n	0
dental_procedure#n	0
dental_school#n	0
dental_surgeon#n	0
dental_surgery#n	0
dental_technician#n	0
dental#a	0
dental#n	0
dentaria_bulbifera#n	0
dentaria_diphylla#n	-0.07997
dentaria#n	0
dentate_leaf#n	0.15793
dentate_nucleus#n	0
dentate#a	0.15793
dented#a	0
denticle#n	0
denticulate_leaf#n	0.15793
denticulate#a	0.15793
dentifrice#n	0
dentin#n	0
dentine#n	0
dentist's_drill#n	0
dentist#n	0
dentistry#n	0
dentition#n	-0.08847
denture#n	-0.07997
denturist#n	0
denudate#a	-0.38925
denudate#v	0
denudation#n	0
denude#v	0
denuded#a	-0.38925
denumerable#a	0
denunciation#n	0
denunciative#a	0
denunciatory#a	0
denver#n	0
deny#v	-0.30683
deodar_cedar#n	0
deodar#n	0
deodorant#n	0
deodorise#v	0
deodorize#v	0
deodourant#n	0
deodourise#v	0
deontic_logic#n	0.15793
deossification#n	-0.07997
deoxidise#v	0
deoxidize#v	0
deoxyadenosine_monophosphate#n	0
deoxyadenosine#n	0
deoxycytidine_monophosphate#n	0
deoxycytidine#n	0
deoxyephedrine#n	0
deoxygenate#v	0
deoxyguanosine_monophosphate#n	0
deoxyguanosine#n	0
deoxyribonucleic_acid#n	0
deoxyribose#n	0
deoxythymidine_monophosphate#n	0
deoxythymidine#n	0
depardieu#n	0
deparia_acrostichoides#n	0
deparia#n	0
depart#v	-0.21047
departed#a	-0.23676
departed#n	-0.28345
departer#n	0
department_head#n	0
department_of_agriculture#n	0
department_of_anthropology#n	0.12208
department_of_biology#n	0.12208
department_of_chemistry#n	0.12208
department_of_commerce_and_labor#n	0
department_of_commerce#n	0
department_of_computer_science#n	0.12208
department_of_corrections#n	0
department_of_defense_laboratory_system#n	0
department_of_defense#n	0
department_of_economics#n	0.12208
department_of_education#n	0
department_of_energy_intelligence#n	0
department_of_energy#n	0
department_of_english#n	0.12208
department_of_health_and_human_services#n	0
department_of_health_education_and_welfare#n	0
department_of_history#n	0.12208
department_of_homeland_security#n	0
department_of_housing_and_urban_development#n	0
department_of_justice_canada#n	0
department_of_justice#n	0
department_of_labor#n	0
department_of_linguistics#n	0.12208
department_of_local_government#n	0
department_of_mathematics#n	0.12208
department_of_music#n	0.12208
department_of_philosophy#n	0.15793
department_of_physics#n	0.12208
department_of_psychology#n	0.12208
department_of_sociology#n	0.12208
department_of_state#n	0
department_of_the_federal_government#n	0
department_of_the_interior#n	0
department_of_the_treasury#n	0
department_of_transportation#n	0
department_of_veterans_affairs#n	0
department_store#n	0
department#n	0
departmental#a	0
departmentally#r	0
departure_gate#n	0
departure_lounge#n	0
departure_tax#n	0
departure_time#n	0
departure#n	-0.21570
depend_on#v	0.12539
depend_upon#v	0.15754
depend#v	-0.00085
dependability#n	0.28394
dependable#a	0.59178
dependableness#n	0.28394
dependably#r	0.15793
dependance#n	0.10554
dependant_on#a	-0.01819
dependant_upon#a	-0.01819
dependant#a	0
dependant#n	0
dependence#n	-0.30672
dependency#n	-0.37903
dependent_clause#n	-0.38925
dependent_on#a	-0.01819
dependent_upon#a	-0.01819
dependent_variable#n	0
dependent#a	-0.14501
dependent#n	0
depending_on#a	-0.01819
depersonalisation_disorder#n	-0.28345
depersonalisation_neurosis#n	-0.28345
depersonalisation#n	-0.15160
depersonalise#v	0
depersonalization_disorder#n	-0.28345
depersonalization_neurosis#n	-0.28345
depersonalization#n	-0.15160
depersonalize#v	0
depict#v	0
depicted_object#n	0
depicted#a	0
depicting#n	0
depiction#n	0
depictive#a	0.21734
depigmentation#n	-0.38925
depilate#v	0
depilation#n	0
depilator#n	0
depilatory#a	0
depilatory#n	0
depilous#a	-0.17327
deplane#v	0
depletable#a	0.28394
deplete#v	0
depleted#a	-0.34088
depletion#n	0
deplorable#a	-0.29145
deplorably#r	-0.39584
deplore#v	-0.26791
deploy#v	-0.17232
deployment#n	0
deplumate#v	0
deplume#v	0
depokene#n	0
depolarisation#n	0
depolarise#v	0
depolarization#n	0
depolarize#v	0
depone#v	0
deponent#n	0
depopulate#v	0
depopulated#a	-0.19821
depopulation#n	0
deport#v	-0.47185
deportation#n	-0.34552
deportee#n	0
deportment#n	0
depose#v	0
deposer#n	0
deposit_account#n	0
deposit_box#n	0
deposit#n	0
deposit#v	0
depositary#n	0
deposition#n	0
depositor#n	0
depository_financial_institution#n	0
depository_library#n	0
depository#n	0
depot#n	0
depravation#n	0.37341
deprave#v	-0.38925
depraved#a	-0.39584
depravity#n	-0.52521
deprecate#v	-0.05107
deprecating#a	-0.39474
deprecation#n	0
deprecative#a	-0.42077
deprecatively#r	0.15199
deprecatory#a	-0.39474
depreciate#v	-0.14679
depreciating#a	-0.06110
depreciation_allowance#n	0.15793
depreciation_charge#n	0
depreciation_rate#n	0
depreciation#n	0.08411
depreciative#a	-0.32899
depreciator#n	-0.01819
depreciatory#a	-0.32899
depredation#n	0
depress#v	-0.61938
depressant#a	0.21734
depressant#n	0
depressed_fracture#n	-0.07997
depressed#a	-0.65619
depressing#a	-0.63729
depressingly#r	-0.28345
depression#n	-0.62468
depressive_disorder#n	-0.07997
depressive#n	-0.56620
depressor_muscle#n	0
depressor_nerve#n	0
depressor#n	0
depressurise#v	0
depressurize#v	0
deprivation#n	-0.62709
deprive#v	-0.37167
deprived#a	-0.25931
depth_bomb#n	0
depth_charge#n	0
depth_finder#n	0
depth_gage#n	0
depth_gauge#n	0
depth_psychology#n	0
depth#n	0.17114
deputation#n	0
depute#v	-0.01545
deputise#v	-0.06819
deputize#v	-0.06819
deputy_sheriff#n	0
deputy#n	0.09877
der_fuhrer#n	0
deracinate#v	0
deracination#n	0
derail#v	0
derailment#n	0
derain#n	0
derange#v	-0.09951
deranged#a	-0.34088
derangement#n	-0.06819
derate#v	0
derby_hat#n	0
derby#n	0
derecognise#v	-0.38925
derecognize#v	-0.38925
deregulate#v	0
deregulating#n	0
deregulation#n	0
derelict#a	-0.30043
derelict#n	-0.34466
dereliction#n	-0.16646
derequisition#v	0
derestrict#v	0
deride#v	-0.19821
derision#n	-0.01023
derisive#a	-0.38925
derisively#r	0.17826
derisorily#r	0.17826
derisory#a	0.28394
derivable#a	0.28394
derivation#n	0
derivational_morphology#n	0
derivational#a	-0.19821
derivative_instrument#n	0.12208
